year,provider_state,provider_type,hcpcs_code,hcpcs_description,place_of_service,line_count,provider_count,beneficiaries,services,estimated_medicare_payment,average_services_per_beneficiary,average_charge_to_allowed_ratio
2024,IL,Pediatric Medicine,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,3,3,95,105.0,1041.1399999973,1.0740740740740742,6.7096231013194725
2024,IN,Plastic and Reconstructive Surgery,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,1,1,11,18.0,1040.410000008,1.6363636363636365,1.957345790104399
2023,IL,Preventive Medicine,99203,"New patient office or other outpatient visit, 30-44 minutes",O,1,1,14,14.0,1038.329999994,1.0,1.505349215843002
2024,IN,Sleep Medicine,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",O,1,1,12,20.0,1034.9299999999998,1.6666666666666667,1.5039357584872337
2024,IL,Pulmonary Disease,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,2,2,83,93.0,1004.560000002,1.0735294117647058,5.461021077290318
2023,IN,Interventional Radiology,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,1,1,15,17.0,1003.17,1.1333333333333333,2.2001239058871183
2024,IL,Interventional Cardiology,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,1,1,19,19.0,1001.970000002,1.0,4.377228487773439
2024,IN,Thoracic Surgery,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,1,1,18,21.0,993.579999993,1.1666666666666667,2.0879654276058934
2024,IL,Gynecological Oncology,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,1,1,15,15.0,968.43,1.0,4.0960079437888695
2023,IN,Obstetrics & Gynecology,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,1,1,11,16.0,962.88,1.4545454545454546,1.8609597235145552
2024,IN,Maxillofacial Surgery,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,1,1,12,12.0,949.6299999959999,1.0,1.972203190760497
2023,IN,Undersea and Hyperbaric Medicine,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,1,1,11,13.0,944.5799999999999,1.1818181818181819,2.8402237087399933
2023,IN,General Practice,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,1,1,13,13.0,944.0600000000001,1.0,2.369720241360395
2024,IN,Portable X-Ray Supplier,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,1,1,79,90.0,940.4999999999999,1.139240506329114,1.1987292442833368
2023,IL,Neuropsychiatry,99213,"Established patient office or other outpatient visit, 20-29 minutes",F,1,1,13,20.0,936.87,1.5384615384615385,3.340159796936745
2024,IN,Interventional Radiology,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,1,1,12,14.0,932.879999996,1.1666666666666667,2.0316886330081494
2024,IL,Neuropsychiatry,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,1,1,16,18.0,925.819999992,1.125,3.466991671809872
2023,IN,Diagnostic Radiology,99203,"New patient office or other outpatient visit, 30-44 minutes",F,1,1,16,16.0,923.48,1.0,3.9684444657801676
2023,IN,Surgical Oncology,99203,"New patient office or other outpatient visit, 30-44 minutes",F,1,1,16,16.0,916.65,1.0,2.8263258577882695
2023,IN,Rheumatology,99203,"New patient office or other outpatient visit, 30-44 minutes",F,1,1,19,19.0,916.649999998,1.0,2.052930315249768
2024,IL,Hospitalist,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,1,1,14,14.0,915.430000002,1.0,2.7563763576589824
2023,IN,Nephrology,99204,"New patient office or other outpatient visit, 45-59 minutes",F,1,1,15,15.0,913.5600000000001,1.0,2.5073163436837174
2024,IL,Neuropsychiatry,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,1,1,14,14.0,903.4799999960001,1.0,3.261501028777819
2024,IL,Gynecological Oncology,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,1,1,11,11.0,880.619999996,1.0,2.1696616671087625
2023,IN,Pathology,99213,"Established patient office or other outpatient visit, 20-29 minutes",O,1,1,13,14.0,868.14,1.0769230769230769,1.6683122808240582
2023,IN,Critical Care (Intensivists),99203,"New patient office or other outpatient visit, 30-44 minutes",F,1,1,14,14.0,855.54,1.0,1.4276401564537158
2024,IL,Addiction Medicine,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,1,1,11,15.0,853.420000005,1.3636363636363635,2.115729534896981
2023,IN,Gynecological Oncology,99203,"New patient office or other outpatient visit, 30-44 minutes",O,1,1,11,11.0,850.709999997,1.0,2.108074904153263
2023,IN,Advanced Heart Failure and Transplant Cardiology,99213,"Established patient office or other outpatient visit, 20-29 minutes",O,1,1,14,14.0,847.379999998,1.0,2.725918440231992
2024,IL,Certified Registered Nurse Anesthetist (CRNA),99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,1,1,17,17.0,836.2200000050001,1.0,3.0529560804107216
2024,IL,Plastic and Reconstructive Surgery,97110,"Therapy procedure using exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",O,1,1,16,36.0,829.940000004,2.25,2.47288980069434
2023,IL,Pathology,99213,"Established patient office or other outpatient visit, 20-29 minutes",O,1,1,12,12.0,827.52,1.0,3.0387059503177354
2023,IN,Advanced Heart Failure and Transplant Cardiology,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,1,1,11,13.0,801.519999995,1.1818181818181819,1.9640603615380285
2024,IN,Hematology,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",O,1,1,13,15.0,798.1399999949999,1.1538461538461537,1.590694645085508
2023,IL,Interventional Radiology,99203,"New patient office or other outpatient visit, 30-44 minutes",F,1,1,13,13.0,795.6,1.0,1.048473700823772
2023,IN,Infectious Disease,99203,"New patient office or other outpatient visit, 30-44 minutes",F,1,1,14,14.0,794.43,1.0,1.8101483651990518
2024,IL,Maxillofacial Surgery,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,1,1,15,17.0,779.950000005,1.1333333333333333,5.773010006306847
2023,IL,Pulmonary Disease,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,1,1,60,67.0,778.880000009,1.1166666666666667,7.9130511170421665
2023,IN,Interventional Pain Management,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,1,1,12,13.0,767.13,1.0833333333333333,2.0253848231163922
2024,IL,Maxillofacial Surgery,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,1,1,11,11.0,761.31,1.0,5.592712177121771
2023,IL,Diagnostic Radiology,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,1,1,53,62.0,758.600000002,1.169811320754717,5.887380115798754
2023,IL,Certified Registered Nurse Anesthetist (CRNA),99203,"New patient office or other outpatient visit, 30-44 minutes",F,1,1,14,14.0,741.9599999980001,1.0,2.841275991217874
2023,IN,Maxillofacial Surgery,99203,"New patient office or other outpatient visit, 30-44 minutes",O,1,1,14,14.0,741.779999996,1.0,2.64321414840446
2023,IL,Interventional Cardiology,99203,"New patient office or other outpatient visit, 30-44 minutes",F,1,1,14,14.0,712.580000006,1.0,2.4073684947776015
2024,IL,Pediatric Medicine,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,1,1,12,14.0,712.020000006,1.1666666666666667,5.563654538952605
2024,IL,General Practice,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,1,1,12,12.0,698.709999996,1.0,4.884157795867251
2023,IL,Certified Nurse Midwife,99203,"New patient office or other outpatient visit, 30-44 minutes",O,1,1,14,14.0,698.3499999979999,1.0,1.4878279853285605
2024,IN,Critical Care (Intensivists),99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,1,1,14,14.0,680.580000002,1.0,2.949956101836816
2024,IN,Hospice and Palliative Care,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,1,1,11,14.0,677.3499999979999,1.2727272727272727,2.083699562878195
2023,IN,Geriatric Medicine,99203,"New patient office or other outpatient visit, 30-44 minutes",F,1,1,13,13.0,672.209999994,1.0,1.8207282913238123
2024,IL,Advanced Heart Failure and Transplant Cardiology,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,1,1,12,12.0,658.569999996,1.0,1.2094362609316227
2023,IL,Interventional Pain Management,99203,"New patient office or other outpatient visit, 30-44 minutes",F,1,1,11,11.0,647.800000001,1.0,4.175878162613609
2023,IN,Portable X-Ray Supplier,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,1,1,51,59.0,623.63,1.1568627450980393,1.2191511373775434
2024,IN,Plastic and Reconstructive Surgery,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,1,1,62,62.0,623.520000028,1.0,4.592819398398087
2024,IN,General Practice,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,2,2,64,66.0,609.059999999,1.035437430786268,2.3281553343958503
2024,IL,Cardiology,97110,"Therapy procedure using exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",O,1,1,17,27.0,603.399999996,1.588235294117647,2.1394046644445432
2023,IN,Hematopoietic Cell Transplantation and Cellular Therapy,99203,"New patient office or other outpatient visit, 30-44 minutes",F,1,1,11,11.0,590.830000002,1.0,2.20427531124031
2023,IN,Emergency Medicine,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,4,4,63,64.0,577.5999999972,1.0113636363636362,9.165756889998786
2024,IN,General Practice,97110,"Therapy procedure using exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",O,1,1,16,33.0,574.0099999920001,2.0625,1.8896305753710665
2024,IN,Emergency Medicine,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,4,4,55,56.0,566.480000006,1.0178571428571428,3.2691270871189007
2024,IL,Nephrology,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,1,1,58,60.0,550.810000002,1.0344827586206897,6.142292490270313
2023,IN,Clinical Cardiac Electrophysiology,99203,"New patient office or other outpatient visit, 30-44 minutes",F,1,1,12,12.0,549.99,1.0,2.05161499756533
2023,IL,Nephrology,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,1,1,54,54.0,542.5399999980001,1.0,5.996382491113073
2023,IN,Thoracic Surgery,99213,"Established patient office or other outpatient visit, 20-29 minutes",F,1,1,11,11.0,540.21,1.0,2.5308241401687215
2024,IN,Interventional Radiology,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,1,1,12,12.0,536.300000004,1.0,1.4506353429463106
2024,IN,Preventive Medicine,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,1,1,11,11.0,522.650000004,1.0,3.210731363452815
2024,IL,Otolaryngology,97110,"Therapy procedure using exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",O,1,1,11,27.0,468.809999991,2.4545454545454546,3.750414345031018
2023,IN,Independent Diagnostic Testing Facility (IDTF),93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,1,1,41,44.0,456.199999992,1.0731707317073171,3.841586924769211
2024,IN,Interventional Cardiology,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,1,1,11,11.0,419.020000003,1.0,2.4017177529195703
2023,IN,Psychiatry,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,1,1,45,45.0,412.23000000149995,1.0,3.0076695574466807
2023,IN,Hospice and Palliative Care,99213,"Established patient office or other outpatient visit, 20-29 minutes",F,1,1,12,14.0,392.880000002,1.1666666666666667,2.513349291089256
2023,IN,Plastic and Reconstructive Surgery,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,1,1,41,41.0,378.7000000019,1.0,4.43931136539098
2023,IN,Cardiac Surgery,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,1,1,27,31.0,372.359999993,1.1481481481481481,3.3551097152541924
2024,IN,Psychiatry,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,1,1,40,40.0,366.5,1.0,3.325781038890852
